mono_ns,account_index,queue,depth,capacity,high_watermark,oldest_age_ns,dropped
7339437433662094,0,market_ingress,0,1024,0,0,0
7339437433662094,0,trader_request,0,1024,0,0,0
7339437433662094,0,trading_callback,0,1024,0,0,0
7339437433662094,0,trace,0,8192,0,0,0
7339437433662094,0,latency,0,4096,0,0,0
7339437433662094,1,market_ingress,0,1024,0,0,0
7339437433662094,1,trader_request,0,1024,0,0,0
7339437433662094,1,trading_callback,0,1024,0,0,0
7339437433662094,1,trace,0,8192,0,0,0
7339437433662094,1,latency,0,4096,0,0,0
7339437433662094,2,market_ingress,0,1024,0,0,0
7339437433662094,2,trader_request,0,1024,0,0,0
7339437433662094,2,trading_callback,0,1024,0,0,0
7339437433662094,2,trace,0,8192,0,0,0
7339437433662094,2,latency,0,4096,0,0,0
7339437433662094,3,market_ingress,0,1024,0,0,0
7339437433662094,3,trader_request,0,1024,0,0,0
7339437433662094,3,trading_callback,0,1024,0,0,0
7339437433662094,3,trace,0,8192,0,0,0
7339437433662094,3,latency,0,4096,0,0,0
7339437534462172,0,market_ingress,0,1024,0,0,0
7339437534462172,0,trader_request,0,1024,0,0,0
7339437534462172,0,trading_callback,0,1024,0,0,0
7339437534462172,0,trace,0,8192,0,0,0
7339437534462172,0,latency,0,4096,0,0,0
7339437534462172,1,market_ingress,0,1024,0,0,0
7339437534462172,1,trader_request,0,1024,0,0,0
7339437534462172,1,trading_callback,0,1024,0,0,0
7339437534462172,1,trace,0,8192,0,0,0
7339437534462172,1,latency,0,4096,0,0,0
7339437534462172,2,market_ingress,0,1024,0,0,0
7339437534462172,2,trader_request,0,1024,0,0,0
7339437534462172,2,trading_callback,0,1024,0,0,0
7339437534462172,2,trace,0,8192,0,0,0
7339437534462172,2,latency,0,4096,0,0,0
7339437534462172,3,market_ingress,0,1024,0,0,0
7339437534462172,3,trader_request,0,1024,0,0,0
7339437534462172,3,trading_callback,0,1024,0,0,0
7339437534462172,3,trace,0,8192,0,0,0
7339437534462172,3,latency,0,4096,0,0,0
7339437635008500,0,market_ingress,0,1024,1,0,0
7339437635008500,0,trader_request,0,1024,1,0,0
7339437635008500,0,trading_callback,0,1024,2,0,0
7339437635008500,0,trace,0,8192,3,0,0
7339437635008500,0,latency,0,4096,0,0,0
7339437635008500,1,market_ingress,0,1024,1,0,0
7339437635008500,1,trader_request,0,1024,1,0,0
