sequence,mono_ns,account_index,stage,latency_ns
89,7339401131308700,0,signal_to_order_call,110990
90,7339401131321329,0,callback_to_state,3597
91,7339401131327675,0,callback_to_state,3558
92,7339401131327675,0,simulated_end_to_end,132755
93,7339401132196791,0,market_to_signal,75
94,7339401133196127,0,market_to_signal,49
95,7339401134195678,0,market_to_signal,267
96,7339401134307401,0,signal_to_order_call,109793
97,7339401134311105,0,callback_to_state,3303
98,7339401134317183,0,callback_to_state,3632
99,7339401134317183,0,simulated_end_to_end,122536
100,7339401135195151,0,market_to_signal,82
101,7339401136196533,0,market_to_signal,257
102,7339401136306845,0,signal_to_order_call,108973
103,7339401136315729,0,callback_to_state,3509
104,7339401136319879,0,callback_to_state,3191
105,7339401136319879,0,simulated_end_to_end,124449
106,7339401137203034,0,market_to_signal,84
107,7339401138201905,0,market_to_signal,52
108,7339401139200103,0,market_to_signal,50
109,7339401140199388,0,market_to_signal,277
110,7339401140311045,0,signal_to_order_call,108874
111,7339401140320128,0,callback_to_state,2927
112,7339401140326188,0,callback_to_state,3143
113,7339401140326188,0,simulated_end_to_end,128625
114,7339401141200688,0,market_to_signal,174
115,7339401142196147,0,market_to_signal,49
116,7339401143198039,0,market_to_signal,272
117,7339401143311772,0,signal_to_order_call,112464
118,7339401143316221,0,callback_to_state,3721
119,7339401143322111,0,callback_to_state,4210
120,7339401143322111,0,simulated_end_to_end,125435
121,7339401144197833,0,market_to_signal,85
122,7339401145197720,0,market_to_signal,274
123,7339401145310815,0,signal_to_order_call,111689
124,7339401145319904,0,callback_to_state,3478
125,7339401145324537,0,callback_to_state,3700
126,7339401145324537,0,simulated_end_to_end,128422
127,7339401146196400,0,market_to_signal,82
128,7339401147200423,0,market_to_signal,59
129,7339401148196982,0,market_to_signal,56
130,7339401149196052,0,market_to_signal,263
131,7339401149311916,0,signal_to_order_call,114812
132,7339401149320433,0,callback_to_state,3519
133,7339401149326955,0,callback_to_state,4291
134,7339401149326955,0,simulated_end_to_end,132019
135,7339401150200211,0,market_to_signal,53
136,7339401151199058,0,market_to_signal,50
137,7339401152200235,0,market_to_signal,265
138,7339401152317641,0,signal_to_order_call,113864
139,7339401152321548,0,callback_to_state,3543
140,7339401152325926,0,callback_to_state,1997
141,7339401152325926,0,simulated_end_to_end,127403
142,7339401153199849,0,market_to_signal,107
143,7339401154197185,0,market_to_signal,268
144,7339401154312726,0,signal_to_order_call,114291
145,7339401154321936,0,callback_to_state,3173
146,7339401154325484,0,callback_to_state,2628
147,7339401154325484,0,simulated_end_to_end,129838
148,7339401155197388,0,market_to_signal,83
149,7339401156197938,0,market_to_signal,55
150,7339401157197176,0,market_to_signal,55
151,7339401158199716,0,market_to_signal,270
152,7339401158319817,0,signal_to_order_call,116571
153,7339401158328672,0,callback_to_state,4300
154,7339401158336064,0,callback_to_state,4519
155,7339401158336064,0,simulated_end_to_end,137594
156,7339401159200663,0,market_to_signal,84
157,7339401160196843,0,market_to_signal,56
158,7339401161195766,0,market_to_signal,267
159,7339401161310105,0,signal_to_order_call,112904
160,7339401161313994,0,callback_to_state,3430
161,7339401161321387,0,callback_to_state,5621
162,7339401161321387,0,simulated_end_to_end,127091
163,7339401162198602,0,market_to_signal,82
164,7339401163196553,0,market_to_signal,429
165,7339401163308572,0,signal_to_order_call,110594
166,7339401163319233,0,callback_to_state,3291
167,7339401163323616,0,callback_to_state,3665
168,7339401163323616,0,simulated_end_to_end,128474
169,7339401164196858,0,market_to_signal,86
170,7339401165197043,0,market_to_signal,55
171,7339401166199830,0,market_to_signal,55
172,7339401167198167,0,market_to_signal,267
173,7339401167313802,0,signal_to_order_call,114188
174,7339401167323253,0,callback_to_state,3427
175,7339401167328062,0,callback_to_state,3002
176,7339401167328062,0,simulated_end_to_end,131858
177,7339401168197616,0,market_to_signal,110
178,7339401169200021,0,market_to_signal,51
179,7339401170204823,0,market_to_signal,263
180,7339401170326562,0,signal_to_order_call,119109
181,7339401170330650,0,callback_to_state,3439
182,7339401170336279,0,callback_to_state,3165
183,7339401170336279,0,simulated_end_to_end,133104
184,7339401171200147,0,market_to_signal,69
185,7339401172197767,0,market_to_signal,371
186,7339401172312005,0,signal_to_order_call,113066
187,7339401172321225,0,callback_to_state,3266
188,7339401172326116,0,callback_to_state,4064
189,7339401172326116,0,simulated_end_to_end,129985
190,7339401173197221,0,market_to_signal,111
191,7339401174198058,0,market_to_signal,52
192,7339401175195094,0,market_to_signal,49
193,7339401176197265,0,market_to_signal,270
194,7339401176312521,0,signal_to_order_call,113835
195,7339401176322696,0,callback_to_state,3930
196,7339401176329985,0,callback_to_state,5864
197,7339401176329985,0,simulated_end_to_end,133968
198,7339401177195113,0,market_to_signal,132
199,7339401178195338,0,market_to_signal,55
200,7339401179195627,0,market_to_signal,330
201,7339401179310298,0,signal_to_order_call,113277
202,7339401179316327,0,callback_to_state,5652
203,7339401179323455,0,callback_to_state,5826
204,7339401179323455,0,simulated_end_to_end,129199
205,7339401180195188,0,market_to_signal,110
206,7339401181194247,0,market_to_signal,262
207,7339401181308287,0,signal_to_order_call,112627
208,7339401181317515,0,callback_to_state,3334
209,7339401181321976,0,callback_to_state,3702
210,7339401181321976,0,simulated_end_to_end,128881
211,7339401182198340,0,market_to_signal,85
212,7339401183198383,0,market_to_signal,80
213,7339401184196455,0,market_to_signal,57
214,7339401185197349,0,market_to_signal,260
215,7339401185316882,0,signal_to_order_call,117164
216,7339401185325784,0,callback_to_state,5523
217,7339401185331116,0,callback_to_state,4363
218,7339401185331116,0,simulated_end_to_end,135465
219,7339401186198408,0,market_to_signal,109
220,7339401187196065,0,market_to_signal,56
221,7339401188195502,0,market_to_signal,357
222,7339401188309787,0,signal_to_order_call,112862
223,7339401188313791,0,callback_to_state,3465
224,7339401188320102,0,callback_to_state,3862
225,7339401188320102,0,simulated_end_to_end,125799
226,7339401189195527,0,market_to_signal,83
227,7339401190199168,0,market_to_signal,638
228,7339401190312050,0,signal_to_order_call,111828
229,7339401190321287,0,callback_to_state,3196
230,7339401190328188,0,callback_to_state,5942
231,7339401190328188,0,simulated_end_to_end,131189
232,7339401191196147,0,market_to_signal,83
233,7339401192198360,0,market_to_signal,55
234,7339401193196244,0,market_to_signal,41
235,7339401194197097,0,market_to_signal,298
236,7339401194310396,0,signal_to_order_call,111813
237,7339401194320955,0,callback_to_state,5353
238,7339401194325640,0,callback_to_state,3949
239,7339401194325640,0,simulated_end_to_end,129733
240,7339401195197870,0,market_to_signal,138
241,7339401196202622,0,market_to_signal,50
242,7339401197198684,0,market_to_signal,260
243,7339401197313113,0,signal_to_order_call,113016
244,7339401197317554,0,callback_to_state,3993
245,7339401197325247,0,callback_to_state,4441
246,7339401197325247,0,simulated_end_to_end,127714
247,7339401198196856,0,market_to_signal,103
248,7339401199197360,0,market_to_signal,267
249,7339401199316343,0,signal_to_order_call,116556
250,7339401199325399,0,callback_to_state,3263
251,7339401199329581,0,callback_to_state,3288
252,7339401199329581,0,simulated_end_to_end,134107
253,7339401200196740,0,market_to_signal,92
254,7339401201197614,0,market_to_signal,63
255,7339401202199058,0,market_to_signal,54
256,7339401203197772,0,market_to_signal,265
257,7339401203312014,0,signal_to_order_call,112932
258,7339401203321679,0,callback_to_state,3470
259,7339401203324242,0,callback_to_state,1824
260,7339401203324242,0,simulated_end_to_end,128178
261,7339401204196541,0,market_to_signal,91
262,7339401205200973,0,market_to_signal,54
263,7339401206200971,0,market_to_signal,257
264,7339401206315330,0,signal_to_order_call,112999
265,7339401206322500,0,callback_to_state,6742
266,7339401206326756,0,callback_to_state,3108
267,7339401206326756,0,simulated_end_to_end,126966
268,7339401207197374,0,market_to_signal,87
269,7339401208196084,0,market_to_signal,275
270,7339401208309751,0,signal_to_order_call,112495
271,7339401208319023,0,callback_to_state,3451
272,7339401208323120,0,callback_to_state,3343
273,7339401208323120,0,simulated_end_to_end,128199
274,7339401209200285,0,market_to_signal,174
275,7339401210199816,0,market_to_signal,58
276,7339401211197295,0,market_to_signal,54
277,7339401212196366,0,market_to_signal,318
278,7339401212310824,0,signal_to_order_call,113208
279,7339401212320280,0,callback_to_state,4199
280,7339401212324250,0,callback_to_state,2391
281,7339401212324250,0,simulated_end_to_end,128989
282,7339401213202183,0,market_to_signal,85
283,7339401214198253,0,market_to_signal,56
284,7339401215200406,0,market_to_signal,247
285,7339401215314224,0,signal_to_order_call,112352
286,7339401215318384,0,callback_to_state,3616
287,7339401215322801,0,callback_to_state,2631
288,7339401215322801,0,simulated_end_to_end,126415
289,7339401216202451,0,market_to_signal,107
290,7339401217199649,0,market_to_signal,650
291,7339401217315394,0,signal_to_order_call,114392
292,7339401217324525,0,callback_to_state,3700
293,7339401217329987,0,callback_to_state,4420
294,7339401217329987,0,simulated_end_to_end,132495
295,7339401218198899,0,market_to_signal,86
296,7339401219197778,0,market_to_signal,56
297,7339401220196625,0,market_to_signal,54
298,7339401221197974,0,market_to_signal,254
299,7339401221316581,0,signal_to_order_call,117155
300,7339401221323305,0,callback_to_state,3736
301,7339401221327538,0,callback_to_state,3054
302,7339401221327538,0,simulated_end_to_end,130900
303,7339401222197535,0,market_to_signal,80
304,7339401223197748,0,market_to_signal,53
305,7339401224198004,0,market_to_signal,255
306,7339401224313425,0,signal_to_order_call,114256
307,7339401224317409,0,callback_to_state,3637
308,7339401224323369,0,callback_to_state,4107
309,7339401224323369,0,simulated_end_to_end,126657
310,7339401225204196,0,market_to_signal,56
311,7339401226198000,0,market_to_signal,258
312,7339401226312958,0,signal_to_order_call,113280
313,7339401226329261,0,callback_to_state,4867
314,7339401226334226,0,callback_to_state,4207
315,7339401226334226,0,simulated_end_to_end,137642
316,7339401227195951,0,market_to_signal,84
317,7339401228197987,0,market_to_signal,89
318,7339401229196477,0,market_to_signal,69
319,7339401230197689,0,market_to_signal,247
320,7339401230315332,0,signal_to_order_call,116128
321,7339401230325372,0,callback_to_state,4106
322,7339401230332254,0,callback_to_state,3311
323,7339401230332254,0,simulated_end_to_end,137609
324,7339401231225785,0,market_to_signal,112
325,7339401232199017,0,market_to_signal,59
326,7339401233195950,0,market_to_signal,320
327,7339401233316127,0,signal_to_order_call,118953
328,7339401233320282,0,callback_to_state,3713
329,7339401233327255,0,callback_to_state,4998
330,7339401233327255,0,simulated_end_to_end,132935
331,7339401234197149,0,market_to_signal,94
332,7339401235195494,0,market_to_signal,264
333,7339401235310132,0,signal_to_order_call,113370
334,7339401235322284,0,callback_to_state,5997
335,7339401235326345,0,callback_to_state,3211
336,7339401235326345,0,simulated_end_to_end,131940
337,7339401236196889,0,market_to_signal,128
338,7339401237195973,0,market_to_signal,56
339,7339401238196922,0,market_to_signal,60
340,7339401239196535,0,market_to_signal,250
341,7339401239311783,0,signal_to_order_call,113990
342,7339401239321927,0,callback_to_state,3582
343,7339401239327795,0,callback_to_state,4835
344,7339401239327795,0,simulated_end_to_end,132449
345,7339401240196188,0,market_to_signal,111
346,7339401241197059,0,market_to_signal,79
347,7339401242196770,0,market_to_signal,283
348,7339401242313071,0,signal_to_order_call,114928
349,7339401242317059,0,callback_to_state,3490
350,7339401242323440,0,callback_to_state,4954
351,7339401242323440,0,simulated_end_to_end,128043
352,7339401243196578,0,market_to_signal,83
353,7339401244198696,0,market_to_signal,265
354,7339401244312859,0,signal_to_order_call,112911
355,7339401244321469,0,callback_to_state,3029
356,7339401244326011,0,callback_to_state,3640
357,7339401244326011,0,simulated_end_to_end,130239
358,7339401245197611,0,market_to_signal,94
359,7339401246197002,0,market_to_signal,59
360,7339401247196281,0,market_to_signal,59
361,7339401248196194,0,market_to_signal,274
362,7339401248311690,0,signal_to_order_call,114270
363,7339401248321234,0,callback_to_state,3349
364,7339401248324745,0,callback_to_state,1979
365,7339401248324745,0,simulated_end_to_end,129679
366,7339401249196775,0,market_to_signal,52
367,7339401250205749,0,market_to_signal,50
368,7339401251199689,0,market_to_signal,274
369,7339401251315913,0,signal_to_order_call,115013
370,7339401251319292,0,callback_to_state,3064
371,7339401251324984,0,callback_to_state,3404
372,7339401251324984,0,simulated_end_to_end,126493
373,7339401252197054,0,market_to_signal,81
374,7339401253198117,0,market_to_signal,307
375,7339401253309301,0,signal_to_order_call,109807
376,7339401253318299,0,callback_to_state,3514
377,7339401253322814,0,callback_to_state,3789
378,7339401253322814,0,simulated_end_to_end,126444
379,7339401254198188,0,market_to_signal,83
380,7339401255202384,0,market_to_signal,78
381,7339401256200562,0,market_to_signal,55
382,7339401257197945,0,market_to_signal,269
383,7339401257314553,0,signal_to_order_call,115216
384,7339401257324216,0,callback_to_state,3867
385,7339401257327577,0,callback_to_state,2061
386,7339401257327577,0,simulated_end_to_end,130772
387,7339401258196439,0,market_to_signal,109
388,7339401259197949,0,market_to_signal,75
389,7339401260197471,0,market_to_signal,286
390,7339401260311370,0,signal_to_order_call,112667
391,7339401260315175,0,callback_to_state,3498
392,7339401260322500,0,callback_to_state,2532
393,7339401260322500,0,simulated_end_to_end,126688
394,7339401261195994,0,market_to_signal,83
395,7339401262196031,0,market_to_signal,291
396,7339401262311658,0,signal_to_order_call,114226
397,7339401262318536,0,callback_to_state,3229
398,7339401262323605,0,callback_to_state,4212
399,7339401262323605,0,simulated_end_to_end,128883
400,7339401263196179,0,market_to_signal,145
401,7339401264194601,0,market_to_signal,58
402,7339401265195576,0,market_to_signal,57
403,7339401266193789,0,market_to_signal,273
404,7339401266304792,0,signal_to_order_call,109971
405,7339401266316742,0,callback_to_state,4044
406,7339401266321089,0,callback_to_state,3026
407,7339401266321089,0,simulated_end_to_end,128502
408,7339401267195006,0,market_to_signal,85
409,7339401268198184,0,market_to_signal,54
410,7339401269199895,0,market_to_signal,372
411,7339401269317702,0,signal_to_order_call,116406
412,7339401269321385,0,callback_to_state,3168
413,7339401269326656,0,callback_to_state,3761
414,7339401269326656,0,simulated_end_to_end,128344
415,7339401270198819,0,market_to_signal,140
416,7339401271198523,0,market_to_signal,269
417,7339401271313155,0,signal_to_order_call,113472
418,7339401271321872,0,callback_to_state,3216
419,7339401271326228,0,callback_to_state,3629
420,7339401271326228,0,simulated_end_to_end,129238
421,7339401272195479,0,market_to_signal,93
422,7339401273196164,0,market_to_signal,77
423,7339401274194965,0,market_to_signal,57
424,7339401275195357,0,market_to_signal,259
425,7339401275308911,0,signal_to_order_call,112220
426,7339401275317846,0,callback_to_state,3724
427,7339401275320755,0,callback_to_state,2118
428,7339401275320755,0,simulated_end_to_end,126903
429,7339401276196173,0,market_to_signal,115
430,7339401277195608,0,market_to_signal,50
431,7339401278197214,0,market_to_signal,273
432,7339401278311459,0,signal_to_order_call,113011
433,7339401278315695,0,callback_to_state,3768
434,7339401278319657,0,callback_to_state,2646
435,7339401278319657,0,simulated_end_to_end,123631
436,7339401279196333,0,market_to_signal,110
437,7339401280196758,0,market_to_signal,278
438,7339401280316913,0,signal_to_order_call,118922
439,7339401280325384,0,callback_to_state,3793
440,7339401280328147,0,callback_to_state,1953
441,7339401280328147,0,simulated_end_to_end,132605
442,7339401281198158,0,market_to_signal,81
443,7339401282197151,0,market_to_signal,55
444,7339401283196624,0,market_to_signal,53
445,7339401284195873,0,market_to_signal,260
446,7339401284311856,0,signal_to_order_call,114571
447,7339401284320439,0,callback_to_state,3577
448,7339401284323655,0,callback_to_state,2187
449,7339401284323655,0,simulated_end_to_end,129365
450,7339401285199531,0,market_to_signal,87
451,7339401286196744,0,market_to_signal,50
452,7339401287196512,0,market_to_signal,298
453,7339401287314434,0,signal_to_order_call,116451
454,7339401287320044,0,callback_to_state,3466
455,7339401287326235,0,callback_to_state,4751
456,7339401287326235,0,simulated_end_to_end,131021
457,7339401288198688,0,market_to_signal,60
458,7339401289198934,0,market_to_signal,268
459,7339401289315620,0,signal_to_order_call,115373
460,7339401289324736,0,callback_to_state,3576
461,7339401289329072,0,callback_to_state,3545
462,7339401289329072,0,simulated_end_to_end,131874
463,7339401290195755,0,market_to_signal,82
464,7339401291196777,0,market_to_signal,52
465,7339401292196901,0,market_to_signal,54
466,7339401293200670,0,market_to_signal,262
467,7339401293316000,0,signal_to_order_call,113911
468,7339401293326157,0,callback_to_state,3769
469,7339401293331552,0,callback_to_state,3741
470,7339401293331552,0,simulated_end_to_end,132258
471,7339401294200232,0,market_to_signal,80
472,7339401295196332,0,market_to_signal,51
473,7339401296201957,0,market_to_signal,265
474,7339401296318097,0,signal_to_order_call,113506
475,7339401296322545,0,callback_to_state,3940
476,7339401296326555,0,callback_to_state,2268
477,7339401296326555,0,simulated_end_to_end,126168
478,7339401297199712,0,market_to_signal,92
479,7339401298197012,0,market_to_signal,256
480,7339401298310289,0,signal_to_order_call,111938
481,7339401298321060,0,callback_to_state,3702
482,7339401298326047,0,callback_to_state,4274
483,7339401298326047,0,simulated_end_to_end,130294
484,7339401299196954,0,market_to_signal,106
485,7339401300197267,0,market_to_signal,52
486,7339401301197149,0,market_to_signal,50
487,7339401302197287,0,market_to_signal,298
488,7339401302314674,0,signal_to_order_call,113763
489,7339401302325468,0,callback_to_state,5204
490,7339401302331198,0,callback_to_state,4887
491,7339401302331198,0,simulated_end_to_end,134997
492,7339401303198338,0,market_to_signal,50
493,7339401304197249,0,market_to_signal,83
494,7339401305197707,0,market_to_signal,269
495,7339401305312936,0,signal_to_order_call,113885
496,7339401305317232,0,callback_to_state,3801
497,7339401305323085,0,callback_to_state,4553
498,7339401305323085,0,simulated_end_to_end,126527
499,7339401306200171,0,market_to_signal,112
500,7339401307199792,0,market_to_signal,271
501,7339401307315403,0,signal_to_order_call,114156
502,7339401307324303,0,callback_to_state,3523
503,7339401307328773,0,callback_to_state,3719
504,7339401307328773,0,simulated_end_to_end,130405
505,7339401308198038,0,market_to_signal,109
506,7339401309202211,0,market_to_signal,50
507,7339401310196254,0,market_to_signal,49
508,7339401311198230,0,market_to_signal,265
509,7339401311313466,0,signal_to_order_call,112387
510,7339401311322929,0,callback_to_state,3602
511,7339401311327167,0,callback_to_state,1733
512,7339401311327167,0,simulated_end_to_end,130202
513,7339401312197730,0,market_to_signal,152
514,7339401313197965,0,market_to_signal,50
515,7339401314197134,0,market_to_signal,263
516,7339401314311026,0,signal_to_order_call,112271
517,7339401314315259,0,callback_to_state,3311
518,7339401314319256,0,callback_to_state,2058
519,7339401314319256,0,simulated_end_to_end,123532
520,7339401315197176,0,market_to_signal,84
521,7339401316198003,0,market_to_signal,265
522,7339401316308967,0,signal_to_order_call,109552
523,7339401316317433,0,callback_to_state,3321
524,7339401316320156,0,callback_to_state,1862
525,7339401316320156,0,simulated_end_to_end,123763
526,7339401317198732,0,market_to_signal,99
527,7339401318200009,0,market_to_signal,52
528,7339401319200087,0,market_to_signal,49
529,7339401320197239,0,market_to_signal,295
530,7339401320315749,0,signal_to_order_call,116551
531,7339401320325376,0,callback_to_state,4058
532,7339401320329076,0,callback_to_state,1711
533,7339401320329076,0,simulated_end_to_end,133077
534,7339401321195598,0,market_to_signal,85
535,7339401322209970,0,market_to_signal,49
536,7339401323196481,0,market_to_signal,252
537,7339401323309258,0,signal_to_order_call,111049
538,7339401323313313,0,callback_to_state,3721
539,7339401323316464,0,callback_to_state,1803
540,7339401323316464,0,simulated_end_to_end,121189
541,7339401324195783,0,market_to_signal,82
542,7339401325195517,0,market_to_signal,299
543,7339401325306699,0,signal_to_order_call,108273
544,7339401325315509,0,callback_to_state,3638
545,7339401325318060,0,callback_to_state,1767
546,7339401325318060,0,simulated_end_to_end,123678
547,7339401326195112,0,market_to_signal,84
548,7339401327195275,0,market_to_signal,54
549,7339401328196002,0,market_to_signal,54
550,7339401329198041,0,market_to_signal,251
551,7339401329311045,0,signal_to_order_call,111753
552,7339401329320562,0,callback_to_state,3750
553,7339401329323005,0,callback_to_state,1711
554,7339401329323005,0,simulated_end_to_end,126233
555,7339401330197492,0,market_to_signal,82
556,7339401331196707,0,market_to_signal,47
557,7339401332195459,0,market_to_signal,443
558,7339401332308335,0,signal_to_order_call,109531
559,7339401332314716,0,callback_to_state,6006
560,7339401332317827,0,callback_to_state,2130
561,7339401332317827,0,simulated_end_to_end,123815
562,7339401333199322,0,market_to_signal,84
563,7339401334197926,0,market_to_signal,358
564,7339401334308015,0,signal_to_order_call,108939
565,7339401334316822,0,callback_to_state,3672
566,7339401334319537,0,callback_to_state,1954
567,7339401334319537,0,simulated_end_to_end,123015
568,7339401335198957,0,market_to_signal,111
569,7339401336197379,0,market_to_signal,55
570,7339401337198843,0,market_to_signal,56
571,7339401338199969,0,market_to_signal,289
572,7339401338310989,0,signal_to_order_call,109745
573,7339401338320514,0,callback_to_state,3676
574,7339401338323323,0,callback_to_state,2019
575,7339401338323323,0,simulated_end_to_end,125007
576,7339401339199925,0,market_to_signal,84
577,7339401340205390,0,market_to_signal,54
578,7339401341200577,0,market_to_signal,247
579,7339401341313867,0,signal_to_order_call,109897
580,7339401341317995,0,callback_to_state,3756
581,7339401341323964,0,callback_to_state,4022
582,7339401341323964,0,simulated_end_to_end,124761
583,7339401342200016,0,market_to_signal,82
584,7339401343206739,0,market_to_signal,256
585,7339401343319233,0,signal_to_order_call,110401
586,7339401343327932,0,callback_to_state,3692
587,7339401343332494,0,callback_to_state,3796
588,7339401343332494,0,simulated_end_to_end,127324
589,7339401344199435,0,market_to_signal,85
590,7339401345206868,0,market_to_signal,51
591,7339401346199610,0,market_to_signal,57
592,7339401347199241,0,market_to_signal,282
593,7339401347315653,0,signal_to_order_call,115142
594,7339401347326465,0,callback_to_state,5252
595,7339401347329523,0,callback_to_state,2020
596,7339401347329523,0,simulated_end_to_end,131937
597,7339401348196855,0,market_to_signal,81
598,7339401349199240,0,market_to_signal,54
599,7339401350197530,0,market_to_signal,261
600,7339401350314286,0,signal_to_order_call,115342
601,7339401350318298,0,callback_to_state,3717
602,7339401350322238,0,callback_to_state,2210
603,7339401350322238,0,simulated_end_to_end,125922
604,7339401351199597,0,market_to_signal,178
605,7339401352199544,0,market_to_signal,242
606,7339401352319776,0,signal_to_order_call,118786
607,7339401352328677,0,callback_to_state,3778
608,7339401352333771,0,callback_to_state,4259
609,7339401352333771,0,simulated_end_to_end,135675
610,7339401353197890,0,market_to_signal,107
611,7339401354197490,0,market_to_signal,55
612,7339401355198222,0,market_to_signal,54
613,7339401356198307,0,market_to_signal,255
614,7339401356314384,0,signal_to_order_call,114794
615,7339401356323921,0,callback_to_state,3685
616,7339401356329003,0,callback_to_state,4361
617,7339401356329003,0,simulated_end_to_end,133669
618,7339401357196791,0,market_to_signal,84
619,7339401358197321,0,market_to_signal,51
620,7339401359198273,0,market_to_signal,266
621,7339401359312418,0,signal_to_order_call,112467
622,7339401359316548,0,callback_to_state,3753
623,7339401359322112,0,callback_to_state,3985
624,7339401359322112,0,simulated_end_to_end,125455
625,7339401360198374,0,market_to_signal,82
626,7339401361196585,0,market_to_signal,259
627,7339401361309509,0,signal_to_order_call,111516
628,7339401361319736,0,callback_to_state,5331
629,7339401361324125,0,callback_to_state,3693
630,7339401361324125,0,simulated_end_to_end,128823
631,7339401362196397,0,market_to_signal,82
632,7339401363196668,0,market_to_signal,50
633,7339401364198902,0,market_to_signal,85
634,7339401365198053,0,market_to_signal,271
635,7339401365314093,0,signal_to_order_call,113922
636,7339401365322895,0,callback_to_state,3693
637,7339401365327544,0,callback_to_state,1929
638,7339401365327544,0,simulated_end_to_end,130684
639,7339401366196163,0,market_to_signal,110
640,7339401367197560,0,market_to_signal,55
641,7339401368197080,0,market_to_signal,251
642,7339401368312424,0,signal_to_order_call,113789
643,7339401368316689,0,callback_to_state,3892
644,7339401368321340,0,callback_to_state,3535
645,7339401368321340,0,simulated_end_to_end,125669
646,7339401369197311,0,market_to_signal,83
647,7339401370199156,0,market_to_signal,267
648,7339401370314547,0,signal_to_order_call,111989
649,7339401370323625,0,callback_to_state,3438
650,7339401370327527,0,callback_to_state,3166
651,7339401370327527,0,simulated_end_to_end,129846
652,7339401371200059,0,market_to_signal,83
653,7339401372196290,0,market_to_signal,55
654,7339401373195506,0,market_to_signal,53
655,7339401374193379,0,market_to_signal,287
