sequence,mono_ns,account_index,stage,latency_ns
191,7350077850339172,0,market_to_signal,69
192,7350077851338560,0,market_to_signal,79
193,7350077852338487,0,market_to_signal,96
194,7350077852436868,0,signal_to_order_call,97876
195,7350077852443058,0,callback_to_state,3391
196,7350077852463691,0,callback_to_state,20024
197,7350077852463691,0,simulated_end_to_end,126500
198,7350077853342086,0,market_to_signal,122
199,7350077854338983,0,market_to_signal,86
200,7350077855338514,0,market_to_signal,74
201,7350077855435724,0,signal_to_order_call,96802
202,7350077855442046,0,callback_to_state,3869
203,7350077855461852,0,callback_to_state,19208
204,7350077855461852,0,simulated_end_to_end,124708
205,7350077856341005,0,market_to_signal,107
206,7350077857338960,0,market_to_signal,102
207,7350077857437328,0,signal_to_order_call,97795
208,7350077857444297,0,callback_to_state,3674
209,7350077857456753,0,callback_to_state,11868
210,7350077857456753,0,simulated_end_to_end,119353
211,7350077858341459,0,market_to_signal,118
212,7350077859339559,0,market_to_signal,80
213,7350077860339310,0,market_to_signal,76
214,7350077861339309,0,market_to_signal,93
215,7350077861445860,0,signal_to_order_call,98908
216,7350077861453327,0,callback_to_state,3608
217,7350077861465403,0,callback_to_state,11531
218,7350077861465403,0,simulated_end_to_end,127505
219,7350077862342214,0,market_to_signal,115
220,7350077863338784,0,market_to_signal,62
221,7350077864339920,0,market_to_signal,138
222,7350077864438412,0,signal_to_order_call,97994
223,7350077864444067,0,callback_to_state,3333
224,7350077864469304,0,callback_to_state,24648
225,7350077864469304,0,simulated_end_to_end,131778
226,7350077865341808,0,market_to_signal,118
227,7350077866345639,0,market_to_signal,123
228,7350077866444180,0,signal_to_order_call,97992
229,7350077866451447,0,callback_to_state,3736
230,7350077866472411,0,callback_to_state,20407
231,7350077866472411,0,simulated_end_to_end,128771
232,7350077867342190,0,market_to_signal,108
233,7350077868339716,0,market_to_signal,109
234,7350077869339054,0,market_to_signal,93
235,7350077870338821,0,market_to_signal,87
236,7350077870439078,0,signal_to_order_call,99698
237,7350077870446778,0,callback_to_state,3670
238,7350077870459643,0,callback_to_state,12379
239,7350077870459643,0,simulated_end_to_end,122387
240,7350077871342351,0,market_to_signal,95
241,7350077872339948,0,market_to_signal,93
242,7350077873338956,0,market_to_signal,89
243,7350077873438300,0,signal_to_order_call,98916
244,7350077873444218,0,callback_to_state,3077
245,7350077873457096,0,callback_to_state,12339
246,7350077873457096,0,simulated_end_to_end,119593
247,7350077874342814,0,market_to_signal,103
248,7350077875340818,0,market_to_signal,74
249,7350077875455697,0,signal_to_order_call,107018
250,7350077875463354,0,callback_to_state,3699
251,7350077875476205,0,callback_to_state,12247
252,7350077875476205,0,simulated_end_to_end,136660
253,7350077876341530,0,market_to_signal,126
254,7350077877340212,0,market_to_signal,83
255,7350077878339375,0,market_to_signal,93
256,7350077879340014,0,market_to_signal,89
257,7350077879438570,0,signal_to_order_call,97938
258,7350077879447134,0,callback_to_state,3882
259,7350077879449820,0,callback_to_state,2137
260,7350077879449820,0,simulated_end_to_end,111165
261,7350077880341298,0,market_to_signal,114
262,7350077881339372,0,market_to_signal,83
263,7350077882339105,0,market_to_signal,103
264,7350077882436162,0,signal_to_order_call,96550
265,7350077882460032,0,callback_to_state,21228
266,7350077882470229,0,callback_to_state,9646
267,7350077882470229,0,simulated_end_to_end,132524
268,7350077883342531,0,market_to_signal,110
269,7350077884339271,0,market_to_signal,109
270,7350077884437264,0,signal_to_order_call,97435
271,7350077884443619,0,callback_to_state,3524
272,7350077884456171,0,callback_to_state,11977
273,7350077884456171,0,simulated_end_to_end,118703
274,7350077885341947,0,market_to_signal,128
275,7350077886339061,0,market_to_signal,60
276,7350077887339046,0,market_to_signal,89
277,7350077888339492,0,market_to_signal,106
278,7350077888437452,0,signal_to_order_call,97468
279,7350077888444225,0,callback_to_state,3510
280,7350077888447109,0,callback_to_state,2277
281,7350077888447109,0,simulated_end_to_end,109741
282,7350077889342319,0,market_to_signal,103
283,7350077890338821,0,market_to_signal,76
284,7350077891347637,0,market_to_signal,93
285,7350077891444631,0,signal_to_order_call,96520
286,7350077891450179,0,callback_to_state,5247
287,7350077891454790,0,callback_to_state,2715
288,7350077891454790,0,simulated_end_to_end,117674
289,7350077892340852,0,market_to_signal,133
290,7350077893339576,0,market_to_signal,141
291,7350077893437237,0,signal_to_order_call,97238
292,7350077893444229,0,callback_to_state,3430
293,7350077893456756,0,callback_to_state,11968
294,7350077893456756,0,simulated_end_to_end,118849
295,7350077894342193,0,market_to_signal,136
296,7350077895339019,0,market_to_signal,70
297,7350077896339092,0,market_to_signal,76
298,7350077897339396,0,market_to_signal,141
299,7350077897446540,0,signal_to_order_call,106606
300,7350077897450412,0,callback_to_state,3541
301,7350077897462085,0,callback_to_state,10318
302,7350077897462085,0,simulated_end_to_end,124182
303,7350077898342191,0,market_to_signal,129
304,7350077899339296,0,market_to_signal,80
305,7350077900346468,0,market_to_signal,133
306,7350077900444583,0,signal_to_order_call,97661
307,7350077900450973,0,callback_to_state,3853
308,7350077900464716,0,callback_to_state,13111
309,7350077900464716,0,simulated_end_to_end,119841
310,7350077901341905,0,market_to_signal,104
311,7350077902338750,0,market_to_signal,131
312,7350077902436602,0,signal_to_order_call,97338
313,7350077902442721,0,callback_to_state,3382
314,7350077902455908,0,callback_to_state,12593
315,7350077902455908,0,simulated_end_to_end,118586
316,7350077903341788,0,market_to_signal,130
317,7350077904339354,0,market_to_signal,79
318,7350077905339569,0,market_to_signal,50
319,7350077906347578,0,market_to_signal,104
320,7350077906455552,0,signal_to_order_call,107560
321,7350077906463695,0,callback_to_state,4033
322,7350077906474452,0,callback_to_state,9870
323,7350077906474452,0,simulated_end_to_end,137172
324,7350077907341573,0,market_to_signal,97
325,7350077908339387,0,market_to_signal,56
326,7350077909338779,0,market_to_signal,145
327,7350077909438125,0,signal_to_order_call,98879
328,7350077909443806,0,callback_to_state,3463
329,7350077909456815,0,callback_to_state,12410
330,7350077909456815,0,simulated_end_to_end,119488
331,7350077910341678,0,market_to_signal,160
332,7350077911339661,0,market_to_signal,130
333,7350077911437426,0,signal_to_order_call,97155
334,7350077911457635,0,callback_to_state,17415
335,7350077911467716,0,callback_to_state,9412
336,7350077911467716,0,simulated_end_to_end,129666
337,7350077912342064,0,market_to_signal,162
338,7350077913340999,0,market_to_signal,60
339,7350077914339116,0,market_to_signal,80
340,7350077915338539,0,market_to_signal,131
341,7350077915437316,0,signal_to_order_call,98310
342,7350077915443992,0,callback_to_state,3540
343,7350077915458885,0,callback_to_state,14309
344,7350077915458885,0,simulated_end_to_end,121630
345,7350077916341881,0,market_to_signal,121
346,7350077917339990,0,market_to_signal,57
347,7350077918339000,0,market_to_signal,122
348,7350077918438098,0,signal_to_order_call,98576
349,7350077918442618,0,callback_to_state,4191
350,7350077918456768,0,callback_to_state,12201
351,7350077918456768,0,simulated_end_to_end,119068
352,7350077919341292,0,market_to_signal,92
353,7350077920346905,0,market_to_signal,124
354,7350077920444585,0,signal_to_order_call,97253
355,7350077920451945,0,callback_to_state,3704
356,7350077920464160,0,callback_to_state,11610
357,7350077920464160,0,simulated_end_to_end,126240
358,7350077921342867,0,market_to_signal,127
359,7350077922339610,0,market_to_signal,74
360,7350077923339841,0,market_to_signal,65
361,7350077924338616,0,market_to_signal,167
362,7350077924436842,0,signal_to_order_call,97676
363,7350077924443719,0,callback_to_state,3667
364,7350077924446689,0,callback_to_state,2303
365,7350077924446689,0,simulated_end_to_end,109335
366,7350077925342562,0,market_to_signal,115
367,7350077926339201,0,market_to_signal,76
368,7350077927339026,0,market_to_signal,135
369,7350077927447426,0,signal_to_order_call,107899
370,7350077927453779,0,callback_to_state,3786
371,7350077927462817,0,callback_to_state,8479
372,7350077927462817,0,simulated_end_to_end,125173
373,7350077928342026,0,market_to_signal,112
374,7350077929339918,0,market_to_signal,135
375,7350077929438400,0,signal_to_order_call,97893
376,7350077929445614,0,callback_to_state,4515
377,7350077929461086,0,callback_to_state,14887
378,7350077929461086,0,simulated_end_to_end,122880
379,7350077930341443,0,market_to_signal,132
380,7350077931339100,0,market_to_signal,55
381,7350077932339304,0,market_to_signal,105
382,7350077933338903,0,market_to_signal,100
383,7350077933448933,0,signal_to_order_call,109488
384,7350077933456679,0,callback_to_state,4162
385,7350077933459638,0,callback_to_state,2375
386,7350077933459638,0,simulated_end_to_end,122346
387,7350077934341598,0,market_to_signal,114
388,7350077935350482,0,market_to_signal,84
389,7350077936339571,0,market_to_signal,116
390,7350077936448227,0,signal_to_order_call,108104
391,7350077936454332,0,callback_to_state,3923
392,7350077936457193,0,callback_to_state,2238
393,7350077936457193,0,simulated_end_to_end,119032
394,7350077937341969,0,market_to_signal,170
395,7350077938340025,0,market_to_signal,104
396,7350077938438440,0,signal_to_order_call,97794
397,7350077938444957,0,callback_to_state,3958
398,7350077938460394,0,callback_to_state,11945
399,7350077938460394,0,simulated_end_to_end,122221
400,7350077939341886,0,market_to_signal,82
401,7350077940339527,0,market_to_signal,63
402,7350077941339177,0,market_to_signal,87
403,7350077942339320,0,market_to_signal,101
404,7350077942447682,0,signal_to_order_call,107873
405,7350077942455769,0,callback_to_state,3816
406,7350077942471975,0,callback_to_state,15299
407,7350077942471975,0,simulated_end_to_end,134281
408,7350077943341824,0,market_to_signal,113
409,7350077944339698,0,market_to_signal,161
410,7350077945339711,0,market_to_signal,121
411,7350077945437696,0,signal_to_order_call,97477
412,7350077945443626,0,callback_to_state,3264
413,7350077945455920,0,callback_to_state,11665
414,7350077945455920,0,simulated_end_to_end,117971
415,7350077946342177,0,market_to_signal,207
416,7350077947339985,0,market_to_signal,75
417,7350077947438330,0,signal_to_order_call,97736
418,7350077947444297,0,callback_to_state,3707
419,7350077947457995,0,callback_to_state,13032
420,7350077947457995,0,simulated_end_to_end,119758
421,7350077948341816,0,market_to_signal,142
422,7350077949346708,0,market_to_signal,78
423,7350077950338549,0,market_to_signal,89
424,7350077951339307,0,market_to_signal,55
425,7350077951436469,0,signal_to_order_call,96572
426,7350077951444258,0,callback_to_state,4022
427,7350077951447215,0,callback_to_state,2323
428,7350077951447215,0,simulated_end_to_end,109373
429,7350077952341052,0,market_to_signal,114
430,7350077953339511,0,market_to_signal,72
431,7350077954338849,0,market_to_signal,88
432,7350077954436446,0,signal_to_order_call,97151
433,7350077954442132,0,callback_to_state,3520
434,7350077954445189,0,callback_to_state,2335
435,7350077954445189,0,simulated_end_to_end,107662
436,7350077955340992,0,market_to_signal,122
437,7350077956339788,0,market_to_signal,78
438,7350077956447553,0,signal_to_order_call,107236
439,7350077956454621,0,callback_to_state,3818
440,7350077956457706,0,callback_to_state,2214
441,7350077956457706,0,simulated_end_to_end,119928
442,7350077957341043,0,market_to_signal,142
443,7350077958339899,0,market_to_signal,84
444,7350077959338900,0,market_to_signal,65
445,7350077960338613,0,market_to_signal,105
446,7350077960436710,0,signal_to_order_call,97670
447,7350077960443599,0,callback_to_state,3830
448,7350077960447223,0,callback_to_state,2433
449,7350077960447223,0,simulated_end_to_end,109921
450,7350077961341277,0,market_to_signal,84
451,7350077962339742,0,market_to_signal,85
452,7350077963339501,0,market_to_signal,99
453,7350077963437055,0,signal_to_order_call,97131
454,7350077963443519,0,callback_to_state,3661
455,7350077963446103,0,callback_to_state,1987
456,7350077963446103,0,simulated_end_to_end,108372
457,7350077964353507,0,market_to_signal,106
458,7350077965346405,0,market_to_signal,87
459,7350077965453468,0,signal_to_order_call,106624
460,7350077965462081,0,callback_to_state,4673
461,7350077965472597,0,callback_to_state,9927
462,7350077965472597,0,simulated_end_to_end,132032
463,7350077966341802,0,market_to_signal,115
464,7350077967339001,0,market_to_signal,82
465,7350077968338935,0,market_to_signal,118
466,7350077969339309,0,market_to_signal,99
467,7350077969438390,0,signal_to_order_call,98520
468,7350077969445882,0,callback_to_state,3966
469,7350077969460557,0,callback_to_state,14089
470,7350077969460557,0,simulated_end_to_end,122911
471,7350077970341825,0,market_to_signal,110
472,7350077971339404,0,market_to_signal,69
473,7350077972338962,0,market_to_signal,79
474,7350077972445960,0,signal_to_order_call,99281
475,7350077972452020,0,callback_to_state,3807
476,7350077972454778,0,callback_to_state,2109
477,7350077972454778,0,simulated_end_to_end,117259
478,7350077973340746,0,market_to_signal,128
479,7350077974339767,0,market_to_signal,83
480,7350077974435894,0,signal_to_order_call,95587
481,7350077974442302,0,callback_to_state,3613
482,7350077974455495,0,callback_to_state,12575
483,7350077974455495,0,simulated_end_to_end,117134
484,7350077975340955,0,market_to_signal,168
485,7350077976339316,0,market_to_signal,81
486,7350077977338767,0,market_to_signal,94
487,7350077978344331,0,market_to_signal,81
488,7350077978441835,0,signal_to_order_call,97080
489,7350077978448805,0,callback_to_state,3854
490,7350077978468334,0,callback_to_state,18909
491,7350077978468334,0,simulated_end_to_end,125706
492,7350077979342271,0,market_to_signal,125
493,7350077980340280,0,market_to_signal,88
494,7350077981339085,0,market_to_signal,91
495,7350077981437264,0,signal_to_order_call,97606
496,7350077981443824,0,callback_to_state,3750
497,7350077981457055,0,callback_to_state,12681
498,7350077981457055,0,simulated_end_to_end,119388
499,7350077982341732,0,market_to_signal,114
500,7350077983339067,0,market_to_signal,101
501,7350077983436577,0,signal_to_order_call,97016
502,7350077983443622,0,callback_to_state,3833
503,7350077983460082,0,callback_to_state,15964
504,7350077983460082,0,simulated_end_to_end,122497
505,7350077984340758,0,market_to_signal,125
506,7350077985338987,0,market_to_signal,62
507,7350077986338635,0,market_to_signal,85
508,7350077987338438,0,market_to_signal,85
509,7350077987444357,0,signal_to_order_call,97691
510,7350077987458602,0,callback_to_state,3855
511,7350077987461814,0,callback_to_state,2060
512,7350077987461814,0,simulated_end_to_end,124789
513,7350077988341115,0,market_to_signal,136
514,7350077989339160,0,market_to_signal,85
515,7350077990338590,0,market_to_signal,83
516,7350077990441617,0,signal_to_order_call,102514
517,7350077990448817,0,callback_to_state,3694
518,7350077990451259,0,callback_to_state,1922
519,7350077990451259,0,simulated_end_to_end,113959
520,7350077991342326,0,market_to_signal,106
521,7350077992343818,0,market_to_signal,117
522,7350077992441869,0,signal_to_order_call,97613
523,7350077992448265,0,callback_to_state,3613
524,7350077992450763,0,callback_to_state,1963
525,7350077992450763,0,simulated_end_to_end,108475
526,7350077993349655,0,market_to_signal,164
527,7350077994338832,0,market_to_signal,78
528,7350077995338941,0,market_to_signal,82
529,7350077996339057,0,market_to_signal,122
530,7350077996451820,0,signal_to_order_call,112192
531,7350077996460116,0,callback_to_state,5413
532,7350077996463535,0,callback_to_state,2327
533,7350077996463535,0,simulated_end_to_end,125916
534,7350077997341584,0,market_to_signal,150
535,7350077998339622,0,market_to_signal,82
536,7350077999338970,0,market_to_signal,98
537,7350077999438372,0,signal_to_order_call,98903
538,7350077999444252,0,callback_to_state,3451
539,7350077999447285,0,callback_to_state,2485
540,7350077999447285,0,simulated_end_to_end,109764
541,7350078000341379,0,market_to_signal,170
542,7350078001339946,0,market_to_signal,165
543,7350078001448947,0,signal_to_order_call,98475
544,7350078001456497,0,callback_to_state,3795
545,7350078001459534,0,callback_to_state,2317
546,7350078001459534,0,simulated_end_to_end,121342
547,7350078002341923,0,market_to_signal,130
548,7350078003340686,0,market_to_signal,81
549,7350078004339360,0,market_to_signal,80
550,7350078005338713,0,market_to_signal,134
551,7350078005437891,0,signal_to_order_call,98693
552,7350078005446073,0,callback_to_state,4782
553,7350078005449214,0,callback_to_state,2518
554,7350078005449214,0,simulated_end_to_end,112027
555,7350078006342271,0,market_to_signal,115
556,7350078007339083,0,market_to_signal,85
557,7350078008339285,0,market_to_signal,107
558,7350078008437543,0,signal_to_order_call,97652
559,7350078008452086,0,callback_to_state,14239
560,7350078008455775,0,callback_to_state,2527
561,7350078008455775,0,simulated_end_to_end,118179
562,7350078009341281,0,market_to_signal,137
563,7350078010339572,0,market_to_signal,89
564,7350078010437853,0,signal_to_order_call,97662
565,7350078010444318,0,callback_to_state,3835
566,7350078010447120,0,callback_to_state,2253
567,7350078010447120,0,simulated_end_to_end,109022
568,7350078011342033,0,market_to_signal,144
569,7350078012339712,0,market_to_signal,162
570,7350078013338535,0,market_to_signal,59
571,7350078014338915,0,market_to_signal,85
572,7350078014436472,0,signal_to_order_call,96873
573,7350078014443814,0,callback_to_state,4493
574,7350078014446838,0,callback_to_state,2463
575,7350078014446838,0,simulated_end_to_end,109452
576,7350078015341387,0,market_to_signal,115
577,7350078016339083,0,market_to_signal,73
578,7350078017339086,0,market_to_signal,81
579,7350078017445468,0,signal_to_order_call,97518
580,7350078017451731,0,callback_to_state,3495
581,7350078017464028,0,callback_to_state,11721
582,7350078017464028,0,simulated_end_to_end,126786
583,7350078018342681,0,market_to_signal,128
584,7350078019339730,0,market_to_signal,93
585,7350078019437063,0,signal_to_order_call,96749
586,7350078019444146,0,callback_to_state,3477
587,7350078019457796,0,callback_to_state,13043
588,7350078019457796,0,simulated_end_to_end,119603
589,7350078020341780,0,market_to_signal,115
590,7350078021339634,0,market_to_signal,92
591,7350078022338440,0,market_to_signal,63
592,7350078023339019,0,market_to_signal,108
593,7350078023447480,0,signal_to_order_call,107882
594,7350078023461130,0,callback_to_state,10324
595,7350078023464360,0,callback_to_state,2663
596,7350078023464360,0,simulated_end_to_end,126752
597,7350078024341555,0,market_to_signal,77
598,7350078025339008,0,market_to_signal,65
599,7350078026338973,0,market_to_signal,129
600,7350078026447112,0,signal_to_order_call,107587
601,7350078026454307,0,callback_to_state,4203
602,7350078026457109,0,callback_to_state,2158
603,7350078026457109,0,simulated_end_to_end,119934
604,7350078027341638,0,market_to_signal,75
605,7350078028339324,0,market_to_signal,168
606,7350078028436561,0,signal_to_order_call,96761
607,7350078028443473,0,callback_to_state,4017
608,7350078028454833,0,callback_to_state,10805
609,7350078028454833,0,simulated_end_to_end,117035
610,7350078029341338,0,market_to_signal,121
611,7350078030339446,0,market_to_signal,88
612,7350078031339164,0,market_to_signal,94
613,7350078032347969,0,market_to_signal,99
614,7350078032446853,0,signal_to_order_call,98230
615,7350078032454453,0,callback_to_state,3973
616,7350078032470234,0,callback_to_state,15150
617,7350078032470234,0,simulated_end_to_end,131618
618,7350078033341236,0,market_to_signal,129
619,7350078034339175,0,market_to_signal,111
620,7350078035339420,0,market_to_signal,176
621,7350078035437723,0,signal_to_order_call,97790
622,7350078035444724,0,callback_to_state,4603
623,7350078035456100,0,callback_to_state,10750
624,7350078035456100,0,simulated_end_to_end,118655
625,7350078036340878,0,market_to_signal,77
626,7350078037341169,0,market_to_signal,178
627,7350078037438002,0,signal_to_order_call,96243
628,7350078037454728,0,callback_to_state,13925
629,7350078037465147,0,callback_to_state,9877
630,7350078037465147,0,simulated_end_to_end,127213
631,7350078038345090,0,market_to_signal,145
632,7350078039339459,0,market_to_signal,66
633,7350078040339614,0,market_to_signal,83
634,7350078041339564,0,market_to_signal,88
635,7350078041436435,0,signal_to_order_call,96394
636,7350078041443360,0,callback_to_state,3729
637,7350078041446676,0,callback_to_state,2708
638,7350078041446676,0,simulated_end_to_end,108796
639,7350078042342166,0,market_to_signal,236
640,7350078043338580,0,market_to_signal,60
641,7350078044339108,0,market_to_signal,108
642,7350078044435992,0,signal_to_order_call,96415
643,7350078044441480,0,callback_to_state,3303
644,7350078044453099,0,callback_to_state,11027
645,7350078044453099,0,simulated_end_to_end,115652
646,7350078045341113,0,market_to_signal,113
647,7350078046339464,0,market_to_signal,134
648,7350078046443109,0,signal_to_order_call,96262
649,7350078046449454,0,callback_to_state,3811
650,7350078046460970,0,callback_to_state,10885
651,7350078046460970,0,simulated_end_to_end,123167
652,7350078047341589,0,market_to_signal,146
653,7350078048338786,0,market_to_signal,93
654,7350078049339061,0,market_to_signal,79
655,7350078050339075,0,market_to_signal,91
